Channel Id,Channel Url,Channel Title
UClJ_IzGMmJ9JzMIS3rkZRng,http://www.youtube.com/channel/UClJ_IzGMmJ9JzMIS3rkZRng,Sire Pândâh
UCnDp5TqEh9ut3vL2F962igg,http://www.youtube.com/channel/UCnDp5TqEh9ut3vL2F962igg,Quantum Photonics Club
UCo_tGsrIchrnaiMepAQQUWg,http://www.youtube.com/channel/UCo_tGsrIchrnaiMepAQQUWg,KamitaniLab
UCpcvPcHJVOkO9Qp79BOagTg,http://www.youtube.com/channel/UCpcvPcHJVOkO9Qp79BOagTg,Dr Brad Stanfield
UCpejL4mTlUJ_hfQY1PiCW6Q,http://www.youtube.com/channel/UCpejL4mTlUJ_hfQY1PiCW6Q,Dogumentary TV
UCr7lmzIk63PZnBw3bezl-Mg,http://www.youtube.com/channel/UCr7lmzIk63PZnBw3bezl-Mg,The Math Sorcerer
UCtfGM6iHFzjbpPIKoTABR2A,http://www.youtube.com/channel/UCtfGM6iHFzjbpPIKoTABR2A,Opteran
UCuyfszBAd3gUt9vAbC1dfqA,http://www.youtube.com/channel/UCuyfszBAd3gUt9vAbC1dfqA,Avery Smith | Data Analyst
UCv0nF8zWevEsSVcmz6mlw6A,http://www.youtube.com/channel/UCv0nF8zWevEsSVcmz6mlw6A,vcubingx
UCvq3YadD2uIFb7cFLbTtmFw,http://www.youtube.com/channel/UCvq3YadD2uIFb7cFLbTtmFw,Tales of the American Empire
UCw017ruAqiT1_yFqY0FFvPA,http://www.youtube.com/channel/UCw017ruAqiT1_yFqY0FFvPA,Luciano Ghosn
UCwgKmJM4ZJQRJ-U5NjvR2dg,http://www.youtube.com/channel/UCwgKmJM4ZJQRJ-U5NjvR2dg,george hotz archive
UCwlvSJdcMc7iGdR-aducSog,http://www.youtube.com/channel/UCwlvSJdcMc7iGdR-aducSog,Geopolitical Economy Report
UCwnKziETDbHJtx78nIkfYug,http://www.youtube.com/channel/UCwnKziETDbHJtx78nIkfYug,CaspianReport





